Optimal Slope: 38.0 deg.
G(i)	T2m
28.3	31.02
21.31	29.49
0.0	27.92
0.0	26.47
0.0	26.0
0.0	24.62
0.0	23.52
0.0	22.83
0.0	22.01
0.0	21.67
0.0	21.73
0.0	22.38
10.04	22.57
37.43	24.06
245.41	26.07
247.87	27.4
255.4	28.13
844.01	29.17
930.01	29.98
844.02	30.45
438.41	30.82
174.39	30.81
99.52	30.29
58.43	29.87
50.22	28.35
12.78	26.1
0.0	24.19
0.0	22.47
0.0	21.6
0.0	21.06
0.0	20.91
0.0	20.59
0.0	20.41
0.0	20.03
0.0	19.73
0.0	19.33
66.2	19.58
291.39	21.66
534.42	23.7
739.93	25.51
902.44	27.32
989.65	28.7
990.57	29.55
937.45	30.27
770.57	30.87
598.54	31.19
446.02	31.35
235.33	31.19
67.83	30.59
19.6	29.48
0.0	27.89
0.0	27.02
0.0	25.25
0.0	24.55
0.0	23.93
0.0	23.39
0.0	22.92
0.0	22.51
0.0	22.22
0.0	22.04
71.46	22.47
294.63	24.46
542.33	26.95
754.42	28.95
914.11	30.32
1006.33	31.62
1020.14	32.61
970.07	33.44
840.78	34.01
659.44	34.3
452.95	34.25
238.25	33.89
64.8	33.18
17.9	31.9
0.0	30.52
0.0	29.52
0.0	28.5
0.0	27.93
0.0	27.49
0.0	27.03
0.0	26.52
0.0	26.03
0.0	25.58
0.0	25.13
80.03	25.08
310.67	26.1
541.77	27.62
750.09	29.5
903.17	31.17
995.59	32.76
1014.74	34.05
959.11	35.09
835.86	35.83
652.24	36.25
445.77	36.37
235.3	36.12
70.24	35.44
16.19	34.01
0.0	32.46
0.0	31.37
0.0	30.33
0.0	29.6
0.0	28.87
0.0	28.08
0.0	27.25
0.0	26.45
0.0	25.67
0.0	24.95
60.81	24.67
274.34	26.0
513.33	28.41
723.35	30.78
877.11	32.05
967.66	33.47
986.54	34.76
938.14	35.8
812.71	36.46
636.85	36.79
431.24	36.87
228.3	36.02
64.74	35.09
14.49	33.87
0.0	32.25
0.0	31.04
0.0	28.98
0.0	27.79
0.0	26.76
0.0	25.91
0.0	25.24
0.0	24.63
0.0	24.07
0.0	23.32
9.13	22.92
160.35	24.92
468.84	26.4
695.51	28.18
863.04	29.79
970.91	31.57
989.63	32.98
941.01	34.06
815.22	34.86
637.89	35.33
434.85	35.54
225.12	35.43
80.46	35.11
7.67	33.85
0.0	32.1
0.0	30.91
0.0	29.45
0.0	28.87
0.0	28.19
0.0	27.51
0.0	26.72
0.0	25.89
0.0	24.95
0.0	24.76
8.22	23.97
188.83	26.38
449.77	28.12
678.79	29.87
860.73	30.72
957.36	32.1
982.0	33.29
927.56	34.05
802.5	34.62
624.46	35.04
418.14	35.09
27.39	34.94
13.7	34.58
1.7	33.79
0.0	32.03
0.0	30.27
0.0	28.89
0.0	28.02
0.0	27.33
0.0	26.73
0.0	26.06
0.0	25.5
0.0	25.06
0.0	24.59
8.22	24.62
38.35	25.85
126.91	27.92
185.78	29.88
762.37	31.13
923.94	32.54
744.31	33.93
927.02	35.11
806.31	35.98
630.22	36.53
412.45	36.76
222.39	36.72
62.62	36.15
11.08	34.85
0.0	33.38
0.0	32.33
0.0	30.55
0.0	30.1
0.0	29.79
0.0	29.31
0.0	28.69
0.0	27.94
0.0	27.24
0.0	26.7
8.22	26.35
144.36	26.81
278.27	28.13
421.41	29.83
853.79	31.1
949.49	32.58
955.26	34.1
805.68	35.18
748.06	36.09
581.36	36.6
375.75	36.69
198.54	36.75
68.09	36.36
7.67	35.17
0.0	33.36
0.0	31.9
0.0	30.03
0.0	29.25
0.0	28.44
0.0	27.46
0.0	26.18
0.0	24.94
0.0	24.27
0.0	23.84
59.82	23.68
100.57	23.85
150.62	23.89
446.3	24.48
549.85	25.57
527.28	26.27
551.83	27.89
667.27	29.59
548.47	30.93
415.06	31.86
136.95	31.69
87.65	31.7
68.62	31.26
1.7	30.71
0.0	29.66
0.0	28.97
0.0	26.65
0.0	25.98
0.0	25.3
0.0	24.81
0.0	24.28
0.0	23.78
0.0	23.26
0.0	22.96
7.3	22.97
21.0	24.49
241.92	26.35
606.99	28.03
484.58	28.28
869.07	30.05
627.36	30.94
761.36	31.86
578.04	32.51
522.14	33.07
364.87	33.03
153.39	32.82
11.87	32.33
0.85	31.33
0.0	30.05
0.0	29.06
0.0	27.14
0.0	26.3
0.0	25.62
0.0	25.1
0.0	24.58
0.0	24.08
0.0	23.98
0.0	23.58
7.3	23.44
52.04	24.58
244.24	25.9
558.18	27.68
757.18	28.7
812.8	29.92
952.0	30.95
621.22	31.82
537.17	32.64
528.63	32.73
248.05	32.21
156.38	31.53
67.58	30.91
2.56	29.91
0.0	28.66
0.0	27.81
0.0	26.41
0.0	25.57
0.0	25.01
0.0	24.45
0.0	23.92
0.0	23.65
0.0	23.33
0.0	22.94
7.3	22.81
47.48	23.89
336.87	25.57
717.34	27.37
895.61	27.98
986.89	29.36
1010.07	30.89
946.1	31.92
816.35	32.63
635.03	32.97
428.37	32.85
219.76	32.28
57.78	31.2
0.85	29.69
0.0	28.13
0.0	27.14
0.0	26.33
0.0	25.63
0.0	25.07
0.0	24.44
0.0	23.91
0.0	23.4
0.0	22.92
0.0	22.55
50.08	22.52
291.69	24.0
542.52	26.29
757.71	28.43
917.81	30.02
1010.93	31.42
1021.12	32.47
956.49	33.21
820.0	33.71
637.3	33.89
429.24	33.78
219.16	33.32
61.36	32.44
0.0	30.87
0.0	29.27
0.0	28.18
0.0	27.08
0.0	26.39
0.0	25.76
0.0	25.14
0.0	24.52
0.0	23.97
0.0	23.47
0.0	23.06
56.38	22.89
308.29	24.28
546.8	26.48
763.57	28.62
919.25	30.59
1011.15	32.18
1022.34	33.26
951.02	33.99
819.57	34.41
633.47	34.46
423.58	34.23
217.45	33.54
59.66	32.24
0.0	30.42
0.0	28.63
0.0	27.44
0.0	26.11
0.0	25.3
0.0	24.53
0.0	23.83
0.0	23.18
0.0	22.53
0.0	21.88
0.0	21.29
59.44	20.98
310.62	22.45
557.34	24.69
768.33	26.91
925.3	28.6
1012.49	30.19
1022.38	31.34
950.81	32.19
819.12	32.72
631.67	32.92
421.65	32.76
215.4	32.23
59.66	31.19
0.0	29.6
0.0	28.05
0.0	26.97
0.0	25.89
0.0	25.05
0.0	24.35
0.0	23.77
0.0	23.3
0.0	22.92
0.0	22.41
0.0	21.84
9.13	21.46
281.72	23.24
539.02	26.41
758.21	28.87
918.46	30.73
1011.51	32.05
953.36	32.94
899.18	33.56
766.57	34.14
572.45	34.31
381.95	34.32
211.92	33.91
62.21	33.13
0.0	31.67
0.0	29.92
0.0	28.87
0.0	27.94
0.0	27.05
0.0	26.22
0.0	25.51
0.0	24.93
0.0	24.41
0.0	23.9
0.0	23.41
60.57	23.2
320.85	24.8
563.69	27.66
772.65	30.05
923.64	31.82
1016.48	32.88
1025.74	33.68
952.32	34.33
819.13	34.75
634.32	34.92
424.38	34.77
212.14	34.3
56.25	33.46
0.0	31.83
0.0	30.02
0.0	28.66
0.0	27.27
0.0	26.39
0.0	25.73
0.0	25.12
0.0	24.6
0.0	24.1
0.0	23.58
0.0	23.14
50.8	22.73
296.82	24.25
549.77	27.56
768.4	30.25
929.84	32.34
1015.58	33.65
1024.71	34.48
957.77	35.15
817.66	35.61
629.36	35.71
420.0	35.55
212.74	35.19
53.69	34.34
0.0	32.49
0.0	30.31
0.0	28.75
0.0	27.35
0.0	26.29
0.0	25.5
0.0	24.35
0.0	23.67
0.0	22.13
0.0	20.17
0.0	19.76
6.39	19.8
197.36	22.18
485.83	25.94
703.57	28.63
894.48	30.66
991.78	32.55
1007.49	33.77
940.03	34.13
801.91	34.18
604.97	34.44
374.45	34.15
205.04	33.59
54.54	32.52
0.0	30.91
0.0	29.21
0.0	27.85
0.0	26.25
0.0	25.03
0.0	24.01
0.0	23.04
0.0	22.17
0.0	21.65
0.0	21.12
0.0	20.75
7.3	20.64
203.67	22.37
466.08	24.73
698.93	26.53
848.95	27.63
687.95	28.87
812.38	29.57
847.86	30.27
790.6	30.69
523.92	30.53
116.87	29.86
78.52	29.43
53.69	28.63
0.0	27.34
0.0	25.95
0.0	24.85
0.0	23.05
0.0	22.02
0.0	21.08
0.0	20.27
0.0	19.7
0.0	18.94
0.0	18.2
0.0	17.45
45.57	17.0
293.05	19.23
539.24	21.55
754.89	23.46
889.56	24.74
971.68	26.13
972.0	27.27
900.34	28.12
743.53	28.69
608.86	28.95
407.81	28.87
200.19	28.49
51.13	27.69
0.0	26.26
0.0	24.7
0.0	23.53
0.0	21.99
0.0	21.17
0.0	20.72
0.0	20.03
0.0	19.24
0.0	18.66
0.0	17.62
0.0	16.99
5.48	16.62
145.25	18.6
513.07	22.36
750.74	24.28
915.11	25.07
1005.63	26.07
1020.42	26.95
937.87	27.77
804.21	28.2
614.73	28.26
406.92	27.85
199.88	27.29
52.84	26.56
0.0	25.31
0.0	24.17
0.0	22.77
0.0	21.0
0.0	19.65
0.0	18.98
0.0	18.66
0.0	19.36
0.0	19.57
0.0	19.27
0.0	18.73
5.48	16.61
226.47	18.95
494.42	21.71
741.28	23.96
911.52	24.76
994.31	25.89
965.37	26.76
906.81	27.37
788.79	27.72
609.65	27.81
402.1	27.62
195.64	27.1
48.58	26.14
0.0	24.54
0.0	23.03
0.0	21.89
0.0	20.68
0.0	19.86
0.0	19.19
0.0	18.62
0.0	18.09
0.0	17.62
0.0	17.15
0.0	16.74
49.55	16.5
326.23	17.98
571.31	20.65
777.55	22.96
934.21	25.18
1019.29	26.7
1025.09	27.93
948.57	28.98
806.04	29.81
613.3	30.26
403.76	30.17
194.35	29.68
46.87	28.77
0.0	26.72
0.0	24.97
0.0	23.79
0.0	22.32
0.0	21.45
0.0	20.68
0.0	20.0
0.0	19.32
0.0	18.68
0.0	18.05
0.0	17.37
39.22	16.85
296.27	18.74
542.41	22.75
760.01	25.79
920.71	28.47
997.37	29.88
1003.49	30.89
934.88	31.68
798.0	32.2
603.95	32.45
396.94	32.34
189.15	31.85
45.17	30.85
0.0	28.78
0.0	27.06
0.0	25.91
0.0	24.71
0.0	23.88
0.0	23.17
0.0	22.47
0.0	21.67
0.0	20.59
0.0	19.51
0.0	19.02
4.57	19.21
223.66	21.09
498.23	23.6
725.34	25.76
900.41	26.79
981.92	27.96
994.89	28.76
925.37	29.23
795.43	29.12
599.88	28.94
392.28	28.62
186.34	28.1
44.32	27.03
0.0	25.28
0.0	23.73
0.0	22.65
0.0	21.01
0.0	20.2
0.0	19.54
0.0	18.91
0.0	18.33
0.0	17.83
0.0	17.4
0.0	16.99
30.13	16.68
318.42	17.73
567.63	19.72
782.15	22.09
938.77	24.36
1023.09	26.21
1027.98	27.71
942.2	28.86
809.0	29.68
613.51	30.08
399.5	30.07
188.07	29.61
42.61	28.53
0.0	26.29
0.0	24.62
0.0	23.5
0.0	22.59
0.0	21.8
0.0	21.07
0.0	20.39
0.0	19.71
0.0	19.1
0.0	18.52
0.0	18.03
17.35	17.66
285.77	18.94
546.73	21.82
761.26	25.03
927.05	27.98
1010.75	30.26
1016.12	31.87
943.68	33.0
798.59	33.67
604.41	33.97
396.23	33.88
183.67	33.49
40.91	32.47
0.0	30.11
0.0	28.07
0.0	26.65
0.0	25.3
0.0	24.31
0.0	23.37
0.0	22.47
0.0	21.73
0.0	21.14
0.0	20.58
0.0	20.06
12.78	19.7
266.52	21.04
496.95	24.0
559.27	27.23
839.92	30.14
1001.54	31.99
991.27	33.19
894.2	34.08
737.79	34.54
600.69	34.73
391.39	34.51
179.35	34.01
37.5	32.91
0.0	30.63
0.0	28.89
0.0	27.68
0.0	26.22
0.0	25.23
0.0	24.26
0.0	23.32
0.0	22.42
0.0	21.58
0.0	20.68
0.0	19.86
3.65	19.05
124.01	20.78
373.61	24.38
247.06	27.28
849.69	29.05
667.41	30.65
905.74	31.91
706.34	32.69
763.37	33.14
575.99	33.29
384.43	32.78
163.04	32.26
35.79	31.46
0.0	29.57
0.0	28.07
0.0	27.12
0.0	25.08
0.0	24.55
0.0	23.95
0.0	23.52
0.0	23.08
0.0	22.61
0.0	22.23
0.0	21.86
3.65	21.56
56.61	22.57
374.49	24.86
533.42	27.04
762.95	29.06
661.47	30.45
459.56	31.41
178.95	32.01
144.26	32.24
166.17	32.06
63.91	31.37
51.13	30.01
17.04	28.98
0.0	28.14
0.0	27.05
0.0	25.17
0.0	24.0
0.0	23.84
0.0	23.86
0.0	24.06
0.0	23.88
0.0	23.22
0.0	22.66
0.0	22.06
2.74	21.52
16.43	21.26
48.39	21.47
238.45	21.33
118.69	22.49
155.21	23.04
211.82	23.28
236.45	23.67
241.07	24.24
344.29	24.3
152.85	24.1
86.85	23.9
27.27	22.84
0.0	21.67
0.0	20.92
0.0	20.32
0.0	22.21
0.0	21.83
0.0	21.48
0.0	21.08
0.0	20.67
0.0	20.29
0.0	19.81
0.0	19.28
2.74	19.01
66.73	19.72
258.01	21.3
696.76	22.98
860.68	24.83
958.62	26.49
967.76	27.85
863.43	28.97
543.14	29.71
437.39	29.9
302.96	29.65
136.75	29.31
4.26	28.66
0.0	27.21
0.0	25.92
0.0	24.9
0.0	23.75
0.0	23.19
0.0	22.54
0.0	21.94
0.0	21.3
0.0	20.76
0.0	20.34
0.0	20.01
2.74	19.61
35.61	20.09
158.44	21.32
679.57	22.82
865.68	24.29
971.79	25.7
916.18	26.73
546.81	27.57
568.71	27.66
578.22	27.7
360.99	27.49
158.11	26.94
28.98	25.89
0.0	24.5
0.0	23.42
0.0	22.55
0.0	21.63
0.0	20.96
0.0	20.42
0.0	20.13
0.0	19.47
0.0	18.98
0.0	18.69
0.0	18.28
2.74	18.07
161.67	18.88
473.72	21.04
732.87	22.86
517.92	24.33
811.18	25.33
843.62	26.28
514.28	26.91
547.08	27.16
555.15	27.35
306.12	27.06
160.9	26.43
26.42	25.41
0.0	23.56
0.0	22.32
0.0	21.53
0.0	20.87
0.0	20.5
0.0	19.96
0.0	19.32
0.0	18.69
0.0	17.81
0.0	17.01
0.0	16.49
2.74	15.74
260.47	15.99
552.8	17.08
787.96	18.69
954.8	19.77
1028.95	20.92
1029.51	21.88
950.54	22.63
786.82	23.15
583.73	23.3
372.65	23.05
158.66	22.34
24.72	21.14
0.0	19.28
0.0	17.97
0.0	17.04
0.0	15.72
0.0	14.97
0.0	14.31
0.0	13.55
0.0	12.56
0.0	12.55
0.0	13.13
0.0	13.17
2.74	12.8
239.26	13.28
530.57	15.75
636.61	17.59
671.57	19.8
519.79	21.07
487.29	22.09
642.15	22.92
564.66	23.38
429.26	23.37
335.48	22.92
42.91	22.04
12.78	20.73
0.0	18.31
0.0	15.71
0.0	14.14
0.0	12.52
0.0	12.02
0.0	11.68
0.0	11.22
0.0	10.29
0.0	9.45
0.0	9.02
0.0	8.81
0.0	8.46
320.19	9.2
584.53	10.92
794.27	12.55
942.3	14.04
865.9	15.52
874.2	16.27
906.12	17.79
781.93	18.52
581.91	18.9
366.63	18.95
153.77	18.68
20.45	17.79
0.0	16.5
0.0	15.32
0.0	14.43
0.0	12.69
0.0	12.13
0.0	11.6
0.0	11.07
0.0	10.56
0.0	10.13
0.0	9.69
0.0	9.36
0.0	8.93
276.17	10.49
558.27	14.11
784.1	16.35
948.77	17.73
1027.93	19.29
873.6	20.73
813.9	21.28
607.37	21.46
537.19	21.77
363.61	21.49
151.01	21.05
17.9	20.22
0.0	18.73
0.0	17.54
0.0	16.78
0.0	15.17
0.0	14.28
0.0	13.48
0.0	12.56
0.0	11.98
0.0	11.81
0.0	11.94
0.0	12.71
0.0	12.49
223.88	12.94
536.09	15.55
776.1	18.11
945.34	19.82
1024.58	21.05
1029.82	22.03
948.55	22.62
786.2	23.07
576.91	23.15
358.55	22.89
147.8	22.25
15.34	21.18
0.0	19.26
0.0	18.0
0.0	16.86
0.0	15.66
0.0	14.75
0.0	13.58
0.0	12.56
0.0	12.1
0.0	11.43
0.0	11.22
0.0	10.97
0.0	10.66
234.01	12.07
511.03	15.68
775.0	18.68
925.88	21.29
1002.41	22.44
993.13	23.31
795.15	24.07
602.03	24.59
555.34	24.54
280.21	24.02
135.29	23.26
12.78	22.05
0.0	20.0
0.0	18.84
0.0	17.82
0.0	17.13
0.0	16.1
0.0	15.04
0.0	14.15
0.0	13.14
0.0	12.5
0.0	11.93
0.0	11.48
0.0	11.07
198.36	12.24
504.53	16.71
748.58	19.88
915.98	21.41
998.83	22.6
872.19	23.33
739.07	24.07
580.99	24.43
505.8	24.5
343.83	24.55
129.54	24.09
12.78	22.87
0.0	21.23
0.0	19.9
0.0	18.45
0.0	17.18
0.0	15.92
0.0	14.76
0.0	14.0
0.0	13.6
0.0	13.17
0.0	12.74
0.0	12.36
0.0	12.02
208.64	12.83
510.48	17.2
737.92	20.38
910.87	21.93
1001.24	23.33
1004.45	24.4
923.34	25.22
670.81	25.71
522.95	25.93
329.68	25.8
116.58	25.24
5.97	23.8
0.0	21.84
0.0	20.49
0.0	19.41
0.0	18.4
0.0	17.66
0.0	17.08
0.0	16.59
0.0	16.15
0.0	15.89
0.0	15.47
0.0	14.97
0.0	14.68
13.7	15.02
61.17	16.38
111.39	17.92
221.34	20.63
419.62	21.64
837.61	22.58
226.6	23.89
114.13	24.85
255.61	24.92
28.3	24.27
43.82	22.44
4.26	19.95
0.0	17.71
0.0	16.27
0.0	15.36
0.0	14.13
0.0	14.0
0.0	13.91
0.0	13.88
0.0	13.84
0.0	13.8
0.0	13.77
0.0	13.68
0.0	13.68
13.7	13.76
55.69	14.38
305.88	15.68
807.92	16.61
891.95	17.63
780.06	18.83
719.54	19.91
356.98	20.07
305.54	20.16
258.33	20.1
125.06	19.62
3.41	18.88
0.0	17.77
0.0	16.93
0.0	16.11
0.0	14.55
0.0	13.84
0.0	13.28
0.0	12.79
0.0	12.33
0.0	11.87
0.0	11.47
0.0	11.09
0.0	10.76
241.83	11.42
559.01	14.54
795.58	17.1
941.82	19.01
1017.9	20.49
1004.52	21.75
846.19	22.69
697.36	23.13
461.81	23.25
331.19	23.12
122.56	22.53
0.85	21.08
0.0	19.27
0.0	18.12
0.0	17.22
0.0	16.18
0.0	15.51
0.0	14.91
0.0	14.38
0.0	13.89
0.0	13.48
0.0	13.14
0.0	12.8
0.0	12.55
309.88	13.29
586.95	15.87
811.96	18.47
959.05	20.69
1035.58	22.18
1036.61	23.33
949.39	24.19
763.79	24.69
537.62	24.81
330.06	24.5
119.85	23.72
0.0	22.18
0.0	20.43
0.0	19.31
0.0	18.47
0.0	17.59
0.0	17.0
0.0	16.54
0.0	16.17
0.0	15.78
0.0	15.43
0.0	15.13
0.0	14.82
0.0	14.51
326.95	14.93
589.22	16.61
810.02	18.71
957.01	21.04
1032.3	22.93
1033.38	24.38
946.03	25.41
770.2	25.94
532.2	26.09
329.39	25.77
116.4	24.94
0.0	23.37
0.0	21.63
0.0	20.47
0.0	19.57
0.0	18.59
0.0	17.88
0.0	17.22
0.0	16.58
0.0	15.95
0.0	15.37
0.0	14.81
0.0	14.35
0.0	14.16
251.34	14.93
548.61	17.07
778.53	19.64
927.18	22.25
1001.69	24.13
1008.68	25.78
928.51	26.92
755.33	27.54
523.5	27.62
315.71	27.14
110.09	26.09
0.0	24.36
0.0	22.55
0.0	21.28
0.0	20.24
0.0	19.6
0.0	18.84
0.0	18.19
0.0	17.61
0.0	17.07
0.0	16.55
0.0	16.06
0.0	15.71
0.0	15.4
219.91	15.98
521.13	18.02
763.47	20.45
925.1	22.07
998.1	23.71
998.01	25.12
916.94	26.21
743.75	26.91
503.68	27.14
305.06	26.91
103.51	26.02
0.0	24.39
0.0	22.7
0.0	21.53
0.0	20.62
0.0	19.86
0.0	19.16
0.0	18.53
0.0	17.97
0.0	17.51
0.0	16.93
0.0	16.48
0.0	16.02
0.0	15.6
92.57	15.98
330.39	17.7
702.97	19.73
908.51	21.68
996.32	23.63
994.69	25.22
907.8	26.52
741.29	27.31
503.66	27.57
304.37	27.33
101.43	26.44
0.0	24.88
0.0	23.28
0.0	22.16
0.0	21.21
0.0	20.2
0.0	19.55
0.0	18.92
0.0	18.28
0.0	17.62
0.0	17.03
0.0	16.51
0.0	16.05
0.0	15.74
189.43	15.92
529.25	17.4
755.03	19.44
899.46	21.53
986.34	23.44
977.37	24.91
891.17	25.98
725.2	26.78
491.91	27.35
301.31	27.51
92.61	26.87
0.0	25.22
0.0	23.63
0.0	22.37
0.0	21.44
0.0	20.59
0.0	19.78
0.0	18.99
0.0	18.24
0.0	17.55
0.0	17.0
0.0	16.56
0.0	16.26
0.0	16.01
30.13	16.36
465.49	17.84
724.9	19.53
881.68	21.32
959.96	22.96
958.36	24.46
880.01	25.3
715.37	26.0
327.66	26.6
274.64	26.16
34.69	25.21
0.0	23.78
0.0	22.36
0.0	21.28
0.0	20.47
0.0	19.12
0.0	18.65
0.0	18.24
0.0	17.83
0.0	17.27
0.0	16.67
0.0	16.17
0.0	15.67
0.0	15.3
203.64	15.52
528.43	16.9
755.1	18.89
901.55	20.62
972.31	22.38
969.9	23.84
882.23	24.83
721.24	25.38
489.29	25.48
292.12	25.29
84.91	24.72
0.0	23.56
0.0	22.57
0.0	21.65
0.0	20.94
0.0	19.9
0.0	19.32
0.0	18.71
0.0	18.03
0.0	17.35
0.0	16.7
0.0	16.15
0.0	15.69
0.0	15.37
288.44	15.76
545.07	17.03
756.6	18.8
901.62	20.6
971.98	22.49
977.19	24.0
887.42	25.03
719.87	25.59
492.88	25.71
288.73	25.35
81.77	24.6
0.0	23.35
0.0	22.33
0.0	21.6
0.0	20.94
0.0	19.99
0.0	19.3
0.0	18.66
0.0	18.05
0.0	17.45
0.0	16.87
0.0	16.4
0.0	16.0
0.0	15.69
264.03	15.93
548.04	17.28
759.59	19.27
904.48	21.24
973.3	23.11
970.62	24.58
880.86	25.66
713.18	26.31
469.22	26.43
283.77	26.03
78.63	25.1
0.0	23.66
0.0	22.59
0.0	21.86
0.0	21.31
0.0	20.49
0.0	19.76
0.0	19.09
0.0	18.48
0.0	17.89
0.0	17.34
0.0	16.87
0.0	16.46
0.0	16.09
199.29	16.2
475.82	17.44
687.97	19.3
862.96	20.87
946.0	22.69
951.02	24.09
869.42	25.18
701.89	25.83
456.95	25.9
262.54	25.47
64.59	24.5
0.0	23.05
0.0	21.83
0.0	20.93
0.0	20.22
0.0	19.16
0.0	18.48
0.0	17.87
0.0	17.29
0.0	16.79
0.0	16.28
0.0	15.87
0.0	15.49
0.0	15.12
240.18	15.22
502.72	16.58
731.43	18.51
887.65	20.44
963.82	22.27
958.55	23.71
868.71	24.72
712.05	25.26
465.2	25.36
276.01	25.05
74.12	24.17
0.0	22.57
0.0	21.23
0.0	20.21
0.0	19.42
0.0	18.46
0.0	17.92
0.0	17.5
0.0	17.06
0.0	16.65
0.0	16.25
0.0	15.85
0.0	15.51
0.0	15.23
104.83	15.4
322.73	16.95
509.96	19.16
839.15	21.49
929.16	23.36
933.77	24.86
852.2	25.91
690.31	26.42
459.26	26.42
235.5	25.87
56.99	24.87
0.0	23.36
0.0	21.9
0.0	20.78
0.0	19.81
0.0	19.18
0.0	18.46
0.0	17.99
0.0	17.54
0.0	17.18
0.0	16.87
0.0	16.55
0.0	16.26
0.0	15.88
33.78	15.98
33.78	17.18
123.26	18.49
499.79	20.64
642.4	22.12
548.0	23.14
431.67	24.39
432.63	24.73
32.87	24.49
31.04	23.9
6.39	23.07
0.0	21.83
0.0	20.83
0.0	19.78
0.0	19.17
0.0	19.28
0.0	18.58
0.0	17.84
0.0	16.98
0.0	16.28
0.0	15.77
0.0	15.27
0.0	14.68
0.0	14.23
22.83	13.99
223.76	14.92
393.18	16.27
810.34	18.11
868.3	19.75
601.49	20.89
260.75	21.05
283.47	21.78
108.65	22.02
52.04	21.61
54.73	19.83
0.0	18.46
0.0	17.41
0.0	16.5
0.0	15.52
0.0	15.01
0.0	14.44
0.0	14.1
0.0	14.15
0.0	14.45
0.0	14.05
0.0	13.65
0.0	13.35
0.0	12.94
15.52	12.74
365.88	14.15
639.82	16.67
826.35	17.1
915.85	18.81
926.39	20.18
762.45	21.03
563.37	21.6
409.05	21.78
223.94	21.54
58.76	21.04
0.0	19.93
0.0	18.77
0.0	17.67
0.0	16.72
0.0	16.19
0.0	15.77
0.0	15.21
0.0	14.26
0.0	13.32
0.0	12.43
0.0	11.74
0.0	11.01
0.0	10.29
52.21	10.14
362.5	13.22
675.41	16.16
870.06	18.12
951.08	19.77
944.25	21.02
866.64	21.89
699.24	22.32
470.87	22.3
262.28	21.82
52.64	20.81
0.0	19.13
0.0	17.74
0.0	16.77
0.0	16.05
0.0	14.64
0.0	13.96
0.0	13.37
0.0	12.75
0.0	12.17
0.0	11.54
0.0	10.95
0.0	10.55
0.0	10.12
33.78	10.24
285.76	13.41
607.09	15.91
832.29	17.94
760.56	19.54
907.77	20.91
570.99	21.83
675.75	22.31
435.55	22.16
240.43	21.8
45.37	20.78
0.0	18.93
0.0	17.58
0.0	16.76
0.0	15.87
0.0	14.86
0.0	14.29
0.0	13.78
0.0	13.05
0.0	12.81
0.0	13.07
0.0	12.99
0.0	12.53
0.0	11.92
196.21	11.66
547.09	12.0
764.51	12.71
914.63	14.08
989.32	15.88
980.09	17.44
876.44	18.5
693.02	19.06
408.83	19.26
244.95	19.03
35.08	18.16
0.0	16.46
0.0	15.46
0.0	14.83
0.0	14.3
0.0	13.76
0.0	13.38
0.0	13.29
0.0	13.23
0.0	13.28
0.0	13.42
0.0	13.54
0.0	13.7
0.0	13.7
129.85	13.98
175.41	15.51
127.28	17.53
471.86	19.91
218.42	21.98
376.14	23.5
878.69	24.32
619.21	24.42
402.13	23.86
129.36	23.06
7.3	21.86
0.0	20.47
0.0	19.61
0.0	19.22
0.0	19.05
0.0	19.18
0.0	19.15
0.0	17.79
0.0	13.33
0.0	8.36
0.0	7.5
0.0	7.24
0.0	6.37
0.0	5.16
7.3	4.83
124.19	5.38
768.14	6.4
805.27	6.55
819.03	9.61
658.58	11.79
814.63	12.64
58.43	12.78
31.04	12.64
218.98	12.22
17.35	11.51
0.0	10.36
0.0	9.54
0.0	8.99
0.0	8.59
0.0	8.15
0.0	8.04
0.0	8.11
0.0	8.22
0.0	8.19
0.0	8.17
0.0	8.08
0.0	8.08
0.0	8.19
7.3	7.82
41.09	7.76
84.0	8.14
235.35	8.84
765.37	9.53
374.89	10.04
261.74	10.47
195.97	10.46
125.42	10.25
93.45	9.93
19.32	9.6
0.0	9.05
0.0	8.69
0.0	8.24
0.0	7.65
0.0	7.26
0.0	7.26
0.0	7.36
0.0	7.86
0.0	7.73
0.0	7.3
0.0	6.9
0.0	6.7
0.0	6.49
26.48	6.43
489.54	7.18
609.12	8.18
837.73	9.03
532.6	9.96
422.25	10.84
416.28	11.46
446.28	11.69
362.51	11.35
226.75	10.77
29.43	9.72
0.0	8.02
0.0	6.68
0.0	5.62
0.0	4.82
0.0	3.74
0.0	3.27
0.0	2.95
0.0	2.7
0.0	2.52
0.0	2.36
0.0	2.23
0.0	2.09
0.0	1.95
274.25	2.02
592.8	3.73
789.5	6.39
940.94	8.83
1005.65	11.09
994.6	12.89
877.38	14.18
701.59	14.96
448.16	15.25
233.62	14.98
26.67	13.79
0.0	11.57
0.0	9.74
0.0	8.39
0.0	7.37
0.0	6.58
0.0	5.86
0.0	5.22
0.0	4.64
0.0	4.16
0.0	3.78
0.0	3.44
0.0	3.23
0.0	3.13
297.33	3.29
575.83	6.08
778.63	10.96
921.26	14.17
987.0	16.24
967.24	17.49
860.01	18.37
692.39	18.9
394.91	19.02
178.12	18.72
22.93	17.8
0.0	15.15
0.0	13.65
0.0	13.82
0.0	12.94
0.0	10.34
0.0	7.81
0.0	6.85
0.0	6.31
0.0	5.94
0.0	5.56
0.0	5.31
0.0	5.29
0.0	5.29
